Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
Q8IVS8	reviewed	GLCTK_HUMAN	Glycerate kinase (EC 2.7.1.31) (HBeAg-binding protein 4)	GLYCTK HBEBP4 LP5910	Homo sapiens (Human)
Q8IVT5	reviewed	KSR1_HUMAN	Kinase suppressor of Ras 1 (EC 2.7.11.1)	KSR1 KSR	Homo sapiens (Human)
Q8IVW4	reviewed	CDKL3_HUMAN	Cyclin-dependent kinase-like 3 (EC 2.7.11.22) (Serine/threonine-protein kinase NKIAMRE)	CDKL3 NKIAMRE	Homo sapiens (Human)
Q8IW41	reviewed	MAPK5_HUMAN	MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAP-K5) (MAPKAPK-5) (MK-5) (MK5) (EC 2.7.11.1) (p38-regulated/activated protein kinase) (PRAK)	MAPKAPK5 PRAK	Homo sapiens (Human)
Q8IWQ3	reviewed	BRSK2_HUMAN	Serine/threonine-protein kinase BRSK2 (EC 2.7.11.1) (Brain-selective kinase 2) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 2) (BR serine/threonine-protein kinase 2) (Serine/threonine-protein kinase 29) (Serine/threonine-protein kinase SAD-A)	BRSK2 C11orf7 PEN11B SADA STK29 HUSSY-12	Homo sapiens (Human)
Q8IWU2	reviewed	LMTK2_HUMAN	Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2)	LMTK2 AATYK2 BREK KIAA1079 KPI2 LMR2	Homo sapiens (Human)
Q8IXL6	reviewed	FA20C_HUMAN	Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK)	FAM20C DMP4	Homo sapiens (Human)
Q8IY84	reviewed	NIM1_HUMAN	Serine/threonine-protein kinase NIM1 (EC 2.7.11.1) (NIM1 serine/threonine-protein kinase)	NIM1K NIM1	Homo sapiens (Human)
Q8IYT8	reviewed	ULK2_HUMAN	Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2)	ULK2 KIAA0623	Homo sapiens (Human)
Q8IZL9	reviewed	CDK20_HUMAN	Cyclin-dependent kinase 20 (EC 2.7.11.22) (CDK-activating kinase p42) (CAK-kinase p42) (Cell cycle-related kinase) (Cell division protein kinase 20) (Cyclin-dependent protein kinase H) (Cyclin-kinase-activating kinase p42)	CDK20 CCRK CDCH	Homo sapiens (Human)
Q8N0W3	reviewed	FCSK_HUMAN	L-fucose kinase (Fucokinase) (EC 2.7.1.52)	FCSK FUK	Homo sapiens (Human)
Q8N165	reviewed	PDK1L_HUMAN	Serine/threonine-protein kinase PDIK1L (EC 2.7.11.1) (PDLIM1-interacting kinase 1-like)	PDIK1L CLIK1L	Homo sapiens (Human)
Q8N2I9	reviewed	STK40_HUMAN	Serine/threonine-protein kinase 40 (EC 2.7.11.1) (SINK-homologous serine/threonine-protein kinase) (Sugen kinase 495) (SgK495)	STK40 SGK495 SHIK	Homo sapiens (Human)
Q8N4C8	reviewed	MINK1_HUMAN	Misshapen-like kinase 1 (EC 2.7.11.1) (GCK family kinase MiNK) (MAPK/ERK kinase kinase kinase 6) (MEK kinase kinase 6) (MEKKK 6) (Misshapen/NIK-related kinase) (Mitogen-activated protein kinase kinase kinase kinase 6)	MINK1 B55 MAP4K6 MINK YSK2 ZC3	Homo sapiens (Human)
Q8N568	reviewed	DCLK2_HUMAN	Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin domain-containing protein 3B) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)	DCLK2 DCAMKL2 DCDC3B DCK2	Homo sapiens (Human)
Q8N5S9	reviewed	KKCC1_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha)	CAMKK1 CAMKKA	Homo sapiens (Human)
Q8N752	reviewed	KC1AL_HUMAN	Casein kinase I isoform alpha-like (CKI-alpha-like) (EC 2.7.11.1) (CK1)	CSNK1A1L	Homo sapiens (Human)
Q8NE63	reviewed	HIPK4_HUMAN	Homeodomain-interacting protein kinase 4 (EC 2.7.11.1)	HIPK4	Homo sapiens (Human)
Q8NEB9	reviewed	PK3C3_HUMAN	Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphatidylinositol 3-kinase p100 subunit) (Phosphoinositide-3-kinase class 3) (hVps34)	PIK3C3 VPS34	Homo sapiens (Human)
Q8NER5	reviewed	ACV1C_HUMAN	Activin receptor type-1C (EC 2.7.11.30) (Activin receptor type IC) (ACTR-IC) (Activin receptor-like kinase 7) (ALK-7)	ACVR1C ALK7	Homo sapiens (Human)
Q8NEV1	reviewed	CSK23_HUMAN	Casein kinase II subunit alpha 3 (CK II alpha 3) (EC 2.7.11.1) (Casein kinase II alpha 1 polypeptide pseudogene)	CSNK2A3 CSNK2A1P	Homo sapiens (Human)
Q8NEV4	reviewed	MYO3A_HUMAN	Myosin-IIIa (EC 2.7.11.1)	MYO3A	Homo sapiens (Human)
Q8NFD2	reviewed	ANKK1_HUMAN	Ankyrin repeat and protein kinase domain-containing protein 1 (EC 2.7.11.1) (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase)	ANKK1 PKK2 SGK288	Homo sapiens (Human)
Q8NFU5	reviewed	IPMK_HUMAN	Inositol polyphosphate multikinase (EC 2.7.1.140) (EC 2.7.1.151) (EC 2.7.1.153) (Inositol 1,3,4,6-tetrakisphosphate 5-kinase)	IPMK IMPK	Homo sapiens (Human)
Q8NG66	reviewed	NEK11_HUMAN	Serine/threonine-protein kinase Nek11 (EC 2.7.11.1) (Never in mitosis A-related kinase 11) (NimA-related protein kinase 11)	NEK11	Homo sapiens (Human)
Q8NHU3	reviewed	SMS2_HUMAN	Phosphatidylcholine:ceramide cholinephosphotransferase 2 (EC 2.7.8.27) (Sphingomyelin synthase 2)	SGMS2 SMS2	Homo sapiens (Human)
Q8NI60	reviewed	COQ8A_HUMAN	Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)	COQ8A ADCK3 CABC1 PP265	Homo sapiens (Human)
Q8TAS1	reviewed	UHMK1_HUMAN	Serine/threonine-protein kinase Kist (EC 2.7.11.1) (Kinase interacting with stathmin) (PAM COOH-terminal interactor protein 2) (P-CIP2) (U2AF homology motif kinase 1)	UHMK1 KIS KIST	Homo sapiens (Human)
Q8TBX8	reviewed	PI42C_HUMAN	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma (EC 2.7.1.149) (Phosphatidylinositol 5-phosphate 4-kinase type II gamma) (PI(5)P 4-kinase type II gamma) (PIP4KII-gamma)	PIP4K2C PIP5K2C	Homo sapiens (Human)
Q8TCG2	reviewed	P4K2B_HUMAN	Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) (PI4KII-BETA)	PI4K2B	Homo sapiens (Human)
Q8TCT0	reviewed	CERK1_HUMAN	Ceramide kinase (hCERK) (EC 2.7.1.138) (Acylsphingosine kinase) (Lipid kinase 4) (LK4)	CERK KIAA1646	Homo sapiens (Human)
Q8TD08	reviewed	MK15_HUMAN	Mitogen-activated protein kinase 15 (MAP kinase 15) (MAPK 15) (EC 2.7.11.24) (Extracellular signal-regulated kinase 7) (ERK-7) (Extracellular signal-regulated kinase 8) (ERK-8)	MAPK15 ERK7 ERK8	Homo sapiens (Human)
Q8TD19	reviewed	NEK9_HUMAN	Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9) (NimA-related kinase 8) (Nek8)	NEK9 KIAA1995 NEK8 NERCC	Homo sapiens (Human)
Q8TDC3	reviewed	BRSK1_HUMAN	Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (Brain-selective kinase 1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B) (Synapses of Amphids Defective homolog 1) (SAD1 homolog) (hSAD1)	BRSK1 KIAA1811 SAD1 SADB	Homo sapiens (Human)
Q8TDR2	reviewed	STK35_HUMAN	Serine/threonine-protein kinase 35 (EC 2.7.11.1) (CLP-36-interacting kinase 1) (CLIK-1) (PDLIM1-interacting kinase 1) (Serine/threonine-protein kinase 35 L1)	STK35 CLIK1 PDIK1 STK35L1	Homo sapiens (Human)
Q8TDX7	reviewed	NEK7_HUMAN	Serine/threonine-protein kinase Nek7 (EC 2.7.11.1) (Never in mitosis A-related kinase 7) (NimA-related protein kinase 7)	NEK7	Homo sapiens (Human)
Q8TE04	reviewed	PANK1_HUMAN	Pantothenate kinase 1 (hPanK) (hPanK1) (EC 2.7.1.33) (Pantothenic acid kinase 1)	PANK1 PANK	Homo sapiens (Human)
Q8TF76	reviewed	HASP_HUMAN	Serine/threonine-protein kinase haspin (EC 2.7.11.1) (Germ cell-specific gene 2 protein) (H-haspin) (Haploid germ cell-specific nuclear protein kinase)	HASPIN GSG2	Homo sapiens (Human)
Q8WTQ7	reviewed	GRK7_HUMAN	Rhodopsin kinase GRK7 (EC 2.7.11.14) (G protein-coupled receptor kinase 7) (G protein-coupled receptor kinase GRK7)	GRK7 GPRK7	Homo sapiens (Human)
Q8WU08	reviewed	ST32A_HUMAN	Serine/threonine-protein kinase 32A (EC 2.7.11.1) (Yet another novel kinase 1)	STK32A YANK1	Homo sapiens (Human)
Q8WXR4	reviewed	MYO3B_HUMAN	Myosin-IIIb (EC 2.7.11.1)	MYO3B	Homo sapiens (Human)
Q8WZ42	reviewed	TITIN_HUMAN	Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)	TTN	Homo sapiens (Human)
Q92551	reviewed	IP6K1_HUMAN	Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1)	IP6K1 IHPK1 KIAA0263	Homo sapiens (Human)
Q92630	reviewed	DYRK2_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1)	DYRK2	Homo sapiens (Human)
Q92772	reviewed	CDKL2_HUMAN	Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE)	CDKL2	Homo sapiens (Human)
Q92918	reviewed	M4K1_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1)	MAP4K1 HPK1	Homo sapiens (Human)
Q92989	reviewed	CLP1_HUMAN	Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1)	CLP1 HEAB	Homo sapiens (Human)
Q969G6	reviewed	RIFK_HUMAN	Riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase)	RFK	Homo sapiens (Human)
Q96BR1	reviewed	SGK3_HUMAN	Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like)	SGK3 CISK SGKL	Homo sapiens (Human)
Q96C11	reviewed	FGGY_HUMAN	FGGY carbohydrate kinase domain-containing protein (D-ribulokinase FGGY) (EC 2.7.1.47)	FGGY	Homo sapiens (Human)
Q96C45	reviewed	ULK4_HUMAN	Serine/threonine-protein kinase ULK4 (EC 2.7.11.1) (Unc-51-like kinase 4)	ULK4	Homo sapiens (Human)
Q96D53	reviewed	COQ8B_HUMAN	Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)	COQ8B ADCK4	Homo sapiens (Human)
Q96DU7	reviewed	IP3KC_HUMAN	Inositol-trisphosphate 3-kinase C (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase C) (IP3 3-kinase C) (IP3K C) (InsP 3-kinase C)	ITPKC IP3KC	Homo sapiens (Human)
Q96GD4	reviewed	AURKB_HUMAN	Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	Homo sapiens (Human)
Q96GX5	reviewed	GWL_HUMAN	Serine/threonine-protein kinase greatwall (GW) (GWL) (hGWL) (EC 2.7.11.1) (Microtubule-associated serine/threonine-protein kinase-like) (MAST-L)	MASTL GW GWL THC2	Homo sapiens (Human)
Q96J92	reviewed	WNK4_HUMAN	Serine/threonine-protein kinase WNK4 (EC 2.7.11.1) (Protein kinase lysine-deficient 4) (Protein kinase with no lysine 4)	WNK4 PRKWNK4	Homo sapiens (Human)
Q96KB5	reviewed	TOPK_HUMAN	Lymphokine-activated killer T-cell-originated protein kinase (EC 2.7.12.2) (Cancer/testis antigen 84) (CT84) (MAPKK-like protein kinase) (Nori-3) (PDZ-binding kinase) (Spermatogenesis-related protein kinase) (SPK) (T-LAK cell-originated protein kinase)	PBK TOPK	Homo sapiens (Human)
Q96L34	reviewed	MARK4_HUMAN	MAP/microtubule affinity-regulating kinase 4 (EC 2.7.11.1) (MAP/microtubule affinity-regulating kinase-like 1)	MARK4 KIAA1860 MARKL1	Homo sapiens (Human)
Q96L96	reviewed	ALPK3_HUMAN	Alpha-protein kinase 3 (EC 2.7.11.1) (Muscle alpha-protein kinase)	ALPK3 KIAA1330 MAK	Homo sapiens (Human)
Q96M32	reviewed	KAD7_HUMAN	Adenylate kinase 7 (AK 7) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 7)	AK7	Homo sapiens (Human)
Q96MA6	reviewed	KAD8_HUMAN	Adenylate kinase 8 (AK 8) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 8)	AK8 C9orf98	Homo sapiens (Human)
Q96NX5	reviewed	KCC1G_HUMAN	Calcium/calmodulin-dependent protein kinase type 1G (EC 2.7.11.17) (CaM kinase I gamma) (CaM kinase IG) (CaM-KI gamma) (CaMKI gamma) (CaMKIG) (CaMK-like CREB kinase III) (CLICK III)	CAMK1G CLICK3 VWS1	Homo sapiens (Human)
Q96PC2	reviewed	IP6K3_HUMAN	Inositol hexakisphosphate kinase 3 (InsP6 kinase 3) (EC 2.7.4.21) (Inositol hexaphosphate kinase 3)	IP6K3 IHPK3	Homo sapiens (Human)
Q96PF2	reviewed	TSSK2_HUMAN	Testis-specific serine/threonine-protein kinase 2 (TSK-2) (TSK2) (TSSK-2) (Testis-specific kinase 2) (EC 2.7.11.1) (DiGeorge syndrome protein G) (DGS-G) (Serine/threonine-protein kinase 22B)	TSSK2 DGSG SPOGA2 STK22B	Homo sapiens (Human)
Q96PN8	reviewed	TSSK3_HUMAN	Testis-specific serine/threonine-protein kinase 3 (TSK-3) (TSSK-3) (Testis-specific kinase 3) (EC 2.7.11.1) (Serine/threonine-protein kinase 22C)	TSSK3 SPOGA3 STK22C	Homo sapiens (Human)
Q96PY6	reviewed	NEK1_HUMAN	Serine/threonine-protein kinase Nek1 (EC 2.7.11.1) (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1) (Renal carcinoma antigen NY-REN-55)	NEK1 KIAA1901	Homo sapiens (Human)
Q96Q04	reviewed	LMTK3_HUMAN	Serine/threonine-protein kinase LMTK3 (EC 2.7.11.1) (Lemur tyrosine kinase 3)	LMTK3 KIAA1883 TYKLM3	Homo sapiens (Human)
Q96Q15	reviewed	SMG1_HUMAN	Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein) (Nonsense mediated mRNA decay-associated PI3K-related kinase SMG1)	SMG1 ATX KIAA0421 LIP	Homo sapiens (Human)
Q96Q40	reviewed	CDK15_HUMAN	Cyclin-dependent kinase 15 (EC 2.7.11.22) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein) (Cell division protein kinase 15) (Serine/threonine-protein kinase ALS2CR7) (Serine/threonine-protein kinase PFTAIRE-2)	CDK15 ALS2CR7 PFTK2	Homo sapiens (Human)
Q96QP1	reviewed	ALPK1_HUMAN	Alpha-protein kinase 1 (EC 2.7.11.1) (Chromosome 4 kinase) (Lymphocyte alpha-protein kinase)	ALPK1 KIAA1527 LAK	Homo sapiens (Human)
Q96QS6	reviewed	KPSH2_HUMAN	Serine/threonine-protein kinase H2 (EC 2.7.11.1) (Protein serine kinase H2) (PSK-H2)	PSKH2	Homo sapiens (Human)
Q96QT4	reviewed	TRPM7_HUMAN	Transient receptor potential cation channel subfamily M member 7 (EC 2.7.11.1) (Channel-kinase 1) (Long transient receptor potential channel 7) (LTrpC-7) (LTrpC7)	TRPM7 CHAK1 LTRPC7	Homo sapiens (Human)
Q96RG2	reviewed	PASK_HUMAN	PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (hPASK) (EC 2.7.11.1)	PASK KIAA0135	Homo sapiens (Human)
Q96RR4	reviewed	KKCC2_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 2 (CaM-KK 2) (CaM-kinase kinase 2) (CaMKK 2) (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase kinase beta) (CaM-KK beta) (CaM-kinase kinase beta) (CaMKK beta)	CAMKK2 CAMKKB KIAA0787	Homo sapiens (Human)
Q96S38	reviewed	KS6C1_HUMAN	Ribosomal protein S6 kinase delta-1 (S6K-delta-1) (EC 2.7.11.1) (52 kDa ribosomal protein S6 kinase) (Ribosomal S6 kinase-like protein with two PSK domains 118 kDa protein) (SPHK1-binding protein)	RPS6KC1 RPK118	Homo sapiens (Human)
Q96S44	reviewed	PRPK_HUMAN	EKC/KEOPS complex subunit TP53RK (EC 3.6.-.-) (Atypical serine/threonine protein kinase TP53RK) (Nori-2) (TP53-regulating kinase) (EC 2.7.11.1) (p53-related protein kinase)	TP53RK C20orf64 PRPK	Homo sapiens (Human)
Q96S53	reviewed	TESK2_HUMAN	Dual specificity testis-specific protein kinase 2 (EC 2.7.12.1) (Testicular protein kinase 2)	TESK2	Homo sapiens (Human)
Q96SB4	reviewed	SRPK1_HUMAN	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	SRPK1	Homo sapiens (Human)
Q96T60	reviewed	PNKP_HUMAN	Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase); Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)]	PNKP	Homo sapiens (Human)
Q99558	reviewed	M3K14_HUMAN	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)	MAP3K14 NIK	Homo sapiens (Human)
Q99570	reviewed	PI3R4_HUMAN	Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1) (PI3-kinase p150 subunit) (Phosphoinositide 3-kinase adaptor protein)	PIK3R4 VPS15	Homo sapiens (Human)
Q99611	reviewed	SPS2_HUMAN	Selenide, water dikinase 2 (EC 2.7.9.3) (Selenium donor protein 2) (Selenophosphate synthase 2)	SEPHS2 SPS2	Homo sapiens (Human)
Q99640	reviewed	PMYT1_HUMAN	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase)	PKMYT1 MYT1	Homo sapiens (Human)
Q99683	reviewed	M3K5_HUMAN	Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5)	MAP3K5 ASK1 MAPKKK5 MEKK5	Homo sapiens (Human)
Q99755	reviewed	PI51A_HUMAN	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha)	PIP5K1A	Homo sapiens (Human)
Q99759	reviewed	M3K3_HUMAN	Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (MAPK/ERK kinase kinase 3) (MEK kinase 3) (MEKK 3)	MAP3K3 MAPKKK3 MEKK3	Homo sapiens (Human)
Q99986	reviewed	VRK1_HUMAN	Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1)	VRK1	Homo sapiens (Human)
Q9BQI3	reviewed	E2AK1_HUMAN	Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-controlled repressor) (HCR) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Heme-regulated inhibitor) (hHRI) (Hemin-sensitive initiation factor 2-alpha kinase)	EIF2AK1 HRI KIAA1369 PRO1362	Homo sapiens (Human)
Q9BRR6	reviewed	ADPGK_HUMAN	ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35)	ADPGK PSEC0260	Homo sapiens (Human)
Q9BRS2	reviewed	RIOK1_HUMAN	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.3.-) (RIO kinase 1)	RIOK1 RIO1	Homo sapiens (Human)
Q9BTU6	reviewed	P4K2A_HUMAN	Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha)	PI4K2A	Homo sapiens (Human)
Q9BUB5	reviewed	MKNK1_HUMAN	MAP kinase-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 1) (MAPK signal-integrating kinase 1) (Mnk1)	MKNK1 MNK1	Homo sapiens (Human)
Q9BVS4	reviewed	RIOK2_HUMAN	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2)	RIOK2 RIO2	Homo sapiens (Human)
Q9BWU1	reviewed	CDK19_HUMAN	Cyclin-dependent kinase 19 (EC 2.7.11.22) (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19) (Cyclin-dependent kinase 11) (Death-preventing kinase)	CDK19 CDC2L6 CDK11 KIAA1028	Homo sapiens (Human)
Q9BX84	reviewed	TRPM6_HUMAN	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)	TRPM6 CHAK2	Homo sapiens (Human)
Q9BXA6	reviewed	TSSK6_HUMAN	Testis-specific serine/threonine-protein kinase 6 (TSK-6) (TSSK-6) (Testis-specific kinase 6) (EC 2.7.11.1) (Cancer/testis antigen 72) (CT72) (Serine/threonine-protein kinase SSTK) (Small serine/threonine kinase)	TSSK6 SSTK FKSG82	Homo sapiens (Human)
Q9BXA7	reviewed	TSSK1_HUMAN	Testis-specific serine/threonine-protein kinase 1 (TSK-1) (TSK1) (TSSK-1) (Testis-specific kinase 1) (EC 2.7.11.1) (Serine/threonine-protein kinase 22A)	TSSK1B SPOGA1 SPOGA4 STK22A STK22D TSSK1 FKSG81	Homo sapiens (Human)
Q9BXM7	reviewed	PINK1_HUMAN	Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)	PINK1	Homo sapiens (Human)
Q9BXU1	reviewed	STK31_HUMAN	Serine/threonine-protein kinase 31 (EC 2.7.11.1) (Serine/threonine-protein kinase NYD-SPK) (Sugen kinase 396) (SgK396)	STK31 SGK396	Homo sapiens (Human)
Q9BYP7	reviewed	WNK3_HUMAN	Serine/threonine-protein kinase WNK3 (EC 2.7.11.1) (Protein kinase lysine-deficient 3) (Protein kinase with no lysine 3)	WNK3 KIAA1566 PRKWNK3	Homo sapiens (Human)
Q9BYT3	reviewed	STK33_HUMAN	Serine/threonine-protein kinase 33 (EC 2.7.11.1)	STK33	Homo sapiens (Human)
Q9BZ23	reviewed	PANK2_HUMAN	Pantothenate kinase 2, mitochondrial (hPanK2) (EC 2.7.1.33) (Pantothenic acid kinase 2) [Cleaved into: Pantothenate kinase 2, mitochondrial intermediate form (iPanK2); Pantothenate kinase 2, mitochondrial mature form (mPanK2)]	PANK2 C20orf48	Homo sapiens (Human)
Q9BZL6	reviewed	KPCD2_HUMAN	Serine/threonine-protein kinase D2 (EC 2.7.11.13) (nPKC-D2)	PRKD2 PKD2 HSPC187	Homo sapiens (Human)
Q9BZX2	reviewed	UCK2_HUMAN	Uridine-cytidine kinase 2 (UCK 2) (EC 2.7.1.48) (Cytidine monophosphokinase 2) (Testis-specific protein TSA903) (Uridine monophosphokinase 2)	UCK2 UMPK	Homo sapiens (Human)
Q9C098	reviewed	DCLK3_HUMAN	Serine/threonine-protein kinase DCLK3 (EC 2.7.11.1) (Doublecortin domain-containing protein 3C) (Doublecortin-like and CAM kinase-like 3) (Doublecortin-like kinase 3)	DCLK3 DCAMKL3 DCDC3C KIAA1765	Homo sapiens (Human)
Q9H093	reviewed	NUAK2_HUMAN	NUAK family SNF1-like kinase 2 (EC 2.7.11.1) (Omphalocele kinase 2) (SNF1/AMP kinase-related kinase) (SNARK)	NUAK2 OMPHK2 SNARK	Homo sapiens (Human)
Q9H0K1	reviewed	SIK2_HUMAN	Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Qin-induced kinase) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2)	SIK2 KIAA0781 QIK SNF1LK2	Homo sapiens (Human)
Q9H1R3	reviewed	MYLK2_HUMAN	Myosin light chain kinase 2, skeletal/cardiac muscle (MLCK2) (EC 2.7.11.18)	MYLK2	Homo sapiens (Human)
Q9H2G2	reviewed	SLK_HUMAN	STE20-like serine/threonine-protein kinase (STE20-like kinase) (hSLK) (EC 2.7.11.1) (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2)	SLK KIAA0204 STK2	Homo sapiens (Human)
